SCHOOLCODE,SCHOOLNAME,LON,LAT,LEVELTEXT,LEVEL,CLUSTER,WARD,FORTYFORTY,YEAR,ATRISKPCT,,ATRISKENROLLMENT,ECEENROLLMENT,ELLENROLLMENT,SPEDENROLLMENT,TOTALENROLLMENT,AMT_ENROLLMENT,AMT_SPED,AMT_ELL,AMT_ASPECR,AMT_TITLE,AMT_SPECIALTY,AMT_PPFM,AMT_STABILIZATION,AMT_SECURITY,AMT_ATRISK_ENROLLMENT,AMT_ATRISK_SPED,AMT_ATRISK_ELL,AMT_ATRISK_SPECIALTY,AMT_ATRISK_ASPECR,AMT_ATRISK_STABILIZATION,AMT_ATRISK_FLEX,AMT_ATRISK,AMT_TOTAL
204,Bancroft ES,-77.04055344,38.93431802,Elementary,es,3,1,FALSE,2019,0.38,0.38,212,,,,561,4551357.37,1130745,1778759.75,76322,255427.64,0,0,0,0,330605.34,0,0,0,0,0,31000,365836.52,8158448.28
205,Barnard ES,-77.01777708,38.94823061,Elementary,es,5,4,FALSE,2019,0.51,0.51,327,,,,640,5355754.99,1509657.2,1464860.97,250292,301442.19,0,0,0,0,232375.08,0,0,0,0,0,21200,432912.92,9314920.28
206,Beers ES,-76.95560475,38.86434951,Elementary,es,2,7,FALSE,2019,0.58,0.58,289,,,,496,3777685.37,1835438.05,0,111116,227255.48,0,0,0,0,460692.83,0,0,0,0,0,26000,492468.76,6443963.66
402,Benjamin Banneker HS,-77.02397697,38.92383242,High,hs,9,1,FALSE,2019,0.26,0.26,132,,,,506,3765049.18,209265.85,28536.25,0,225377.33,721910,0,0,0,272036.76,0,0,0,0,0,550,275220.45,5225359.06
212,Brent ES,-77.00145985,38.88480087,Elementary,es,4,6,FALSE,2019,0.09,0.09,39,,,,447,3972721.96,470848.17,104632.93,0,10600,0,0,0,0,79938.43,0,0,0,0,0,1400,81338.43,4640141.49
213,Brightwood Education Campus,-77.03068885,38.96053539,Education Campus,campus,6,4,FALSE,2019,0.54,0.54,404,,,,754,6037365.39,1046329.27,2752555.36,99518,244269.35,0,0,0,0,673831.19,0,0,0,0,0,62500,744407.03,10924444.39
347,Brookland MS,-76.99182,38.93741,Middle,ms,7,5,FALSE,2019,0.55,0.55,124,,,,225,2233514.35,1070093.41,104632.93,0,111749.6,200000,0,0,0,211237.8,0,0,0,0,0,46250,259975.61,3979965.9
404,Browne EC,-76.97066706,38.90259855,Education Campus,campus,6,5,TRUE,2019,0.76,0.76,261,,,,342,3799044.36,913144.02,104632.93,29930,152599.23,0,0,0,0,234316.76,0,0,0,0,0,26500,515202.85,5514553.38
296,Bruce-Monroe ES @ Park View,-77.02118567,38.93441376,Elementary,es,3,1,FALSE,2019,0.53,0.53,250,,,,471,3974338.07,575481.1,1569493.9,0,222090.58,0,0,0,0,448875.99,0,0,0,0,0,17600,521869.96,6863273.61
219,Bunker Hill ES,-76.98499564,38.94201213,Elementary,es,6,5,FALSE,2019,0.52,0.52,114,,,,219,2105868.76,808511.09,104632.93,41528,93907.23,0,0,0,0,189688.18,0,0,0,0,0,5700,197677.23,3352125.23
220,Burroughs ES,-76.97845637,38.93350233,Elementary,es,6,5,FALSE,2019,0.5,0.5,152,,,,303,2915917.22,1029659.01,104632.93,76322,132409.18,0,0,0,0,227478.57,0,0,0,0,0,10800,241318.19,4500258.53
221,Burrville ES,-76.92445918,38.90056543,Elementary,es,4,7,FALSE,2019,0.74,0.74,222,,,,302,3227849.18,418531.71,4756.04,53126,140860.83,0,0,0,0,197420.65,0,0,0,0,0,13600,411668.44,4256792.2
247,C.W. Harris ES,-76.9261155,38.8835985,Elementary,es,4,7,TRUE,2019,0.75,0.75,202,,,,269,2307809.71,1357989.12,0,0,130531.04,0,0,163421.13,0,388071.23,0,0,0,0,0,26000,422150.67,4381901.67
360,Cap Hill Montessori @ Logan,-77.0025627,38.89852997,Education Campus,campus,2,6,FALSE,2019,0.12,0.12,47,,,,384,3706709.19,366215.24,33292.29,0,9125,0,0,0,0,22706.54,0,0,0,0,0,3700,98406.54,4213748.27
454,Cardozo EC,-77.02847079,38.9221722,Education Campus,campus,8,1,TRUE,2019,0.83,0.83,636,,,,770,6366153.11,3524489.33,2561208.63,50400,369994.46,0,0,125094.28,0,740384.21,0,0,0,0,0,58250,1279418.84,14276758.65
947,Choice Academy,-77.00677595,38.91350276,Alternative,other,7,5,FALSE,2019,NA,NA,NA,,,,100,892083.91,308112.91,0,0,25,0,0,0,0,0,0,0,0,0,0,2250,0,1200221.82
224,Cleveland ES,-77.02270718,38.91514495,Elementary,es,3,1,FALSE,2019,0.5,0.5,158,,,,316,3216824.05,811060.35,313898.78,76322,148842.94,0,0,0,0,238138.18,0,0,0,0,0,13600,254907.85,4821855.96
442,Columbia Heights EC (CHEC),-77.03585831,38.92954443,Education Campus,campus,9,1,FALSE,2019,0.65,0.65,782,,,,1210,8161688.96,1895274.75,2875107.41,50400,410982.35,360000,0,658660.25,0,755062.87,0,0,0,0,0,95250,1583714.08,15995827.8
455,Coolidge HS,-77.01957825,38.96728422,High,hs,9,4,TRUE,2019,0.84,0.84,252,,,,300,4575951.77,1718418.5,537753.01,31500,297808.66,0,0,0,0,0,0,0,0,0,0,15600,494426.23,7655858.17
405,Deal MS,-77.07519907,38.95289641,Middle,ms,7,3,FALSE,2019,0.08,0.08,117,,,,1544,10289274.39,1924641.96,313898.78,0,36850,16256,2232178.86,0,0,197389.01,0,0,0,0,0,46950,244339.01,15057439
349,Dorothy Height ES,-77.03087,38.94452,Elementary,es,1,4,FALSE,2019,0.46,0.46,207,,,,446,4823992.34,1227042.8,1255595.12,0,224438.26,0,0,0,0,37400.95,0,0,0,0,0,19200,433347.82,7964416.33
231,Drew ES,-76.91992701,38.89599364,Elementary,es,2,7,TRUE,2019,0.78,0.78,207,,,,266,2588228.32,796629.02,9512.08,41528,127713.83,0,0,0,0,140565.4,0,0,0,0,0,16000,390425.38,3954036.63
467,Dunbar HS,-77.01469386,38.90852322,High,hs,9,5,TRUE,2019,0.77,0.77,474,,,,616,5858475.08,1980000.81,104632.93,100800,289703.78,0,0,0,0,0,0,0,0,0,0,43250,889538.46,9223151.06
457,Eastern HS,-76.97968429,38.89040233,High,hs,9,6,FALSE,2019,0.73,0.73,536,,,,730,5579567.15,3172395.09,104632.93,50400,361073.27,44861,0,83921.61,0,146154.36,0,0,0,0,0,43250,1069059.4,10465910.43
232,Eaton ES,-77.06582114,38.93272674,Elementary,es,5,3,FALSE,2019,0.06,0.06,29,,,,463,3948439.33,470848.17,209265.85,0,11900,0,0,0,0,59087.61,0,0,0,0,0,1900,60987.61,4701440.96
407,Eliot-Hine MS,-76.97897792,38.89243116,Middle,ms,7,6,TRUE,2019,0.71,0.71,154,,,,216,2524781.89,1096406.8,19024.17,0,95315.84,16463,0,101555.94,0,45088.21,0,0,0,0,0,34750,321544.53,4175092.16
471,Ellington School of the Arts,-77.07030757,38.91344604,Art,hs,8,3,FALSE,2019,0.31,0.31,184,,,,593,4917909.67,627797.56,47560.42,0,12300,3879526,0,0,0,0,0,0,0,0,0,12900,383561.74,9868655.39
238,Garfield ES,-76.97080478,38.85173304,Elementary,es,1,8,TRUE,2019,0.85,0.85,249,,,,293,2916034.17,1029659.01,4756.04,64724,141330.37,0,0,0,0,0,0,0,0,0,0,15800,456618.03,4613121.63
239,Garrison ES,-77.02861256,38.91390096,Elementary,es,3,2,FALSE,2019,0.48,0.48,124,,,,259,2651052.62,1134291.94,313898.78,64724,117384.03,0,0,0,0,182503.5,0,0,0,0,0,10200,195190.72,4476542.1
227,H.D. Cooke ES,-77.03881058,38.92394275,Elementary,es,1,1,TRUE,2019,0.57,0.57,230,,,,407,4401538.97,523164.63,941696.34,0,189223.05,0,0,0,0,0,0,0,0,0,0,17400,481635.25,6537258.25
246,Hardy MS,-77.0686139,38.9155087,Middle,ms,7,2,FALSE,2019,0.23,0.23,103,,,,450,3921033.88,1017776.94,104632.93,0,75069.38,0,0,0,0,107852.14,0,0,0,0,0,30400,216012.14,5334525.27
413,Hart MS,-76.99717875,38.83773754,Middle,ms,7,8,TRUE,2019,0.88,0.88,312,,,,353,3609590.21,1959783.62,9512.08,53126,158233.67,0,0,150596.74,0,0,0,0,0,0,0,68000,597978.25,6538820.56
258,Hearst ES,-77.07195522,38.94072231,Elementary,es,4,3,FALSE,2019,0.1,0.1,34,,,,334,3181870.66,925026.09,209265.85,0,7800,0,0,0,0,69045.03,0,0,0,0,0,1200,70245.03,4394207.63
249,Hendley ES,-76.99918485,38.82898558,Elementary,es,1,8,FALSE,2019,0.92,0.92,320,,,,349,3429146.39,915693.27,0,76322,177954.19,0,0,632825.21,0,68530.29,0,0,0,0,0,38500,592028.79,5823969.85
251,Houston ES,-76.92994765,38.90541499,Elementary,es,2,7,FALSE,2019,0.81,0.81,212,,,,263,2464298.79,1300391.35,28536.25,64724,125366.14,0,0,0,0,303260.16,0,0,0,0,0,16600,378013.61,4361330.14
252,Hyde-Addison ES,-77.06453782,38.90801923,Elementary,es,5,2,FALSE,2019,0.06,0.06,21,,,,350,3320134.03,502947.44,209265.85,0,8000,0,0,0,0,39906.31,0,0,0,0,0,3400,43306.31,4083653.62
950,Inspiring Youth Program,-76.97637892,38.88343057,Alternative,other,8,7,FALSE,2019,NA,NA,NA,,,,35,437910.74,575481.1,0,12600,1000,63480,0,118882,0,0,0,0,0,0,0,1350,0,1209353.84
339,J.O. Wilson ES,-76.99658902,38.90275767,Elementary,es,3,6,FALSE,2019,0.49,0.49,252,,,,516,4616975.44,1194943.53,104632.93,57990,238993.88,0,0,0,0,342021.48,0,0,0,0,0,16800,468492.52,6682028.3
254,Janney ES,-77.08099483,38.94755009,Elementary,es,5,3,FALSE,2019,0.02,0.02,17,,,,735,5638378.24,575481.1,104632.93,0,18400,0,709239.1,0,0,34621.63,0,0,0,0,0,1250,35871.63,7082003
433,Jefferson Middle School Academy,-77.02291066,38.8798706,Middle,ms,7,6,FALSE,2019,0.63,0.63,206,,,,328,2865899.07,1351892.92,9512.08,29930,146495.27,0,0,0,0,215411.4,0,0,0,0,0,47750,401284.19,4805013.54
416,Johnson MS,-76.98370368,38.85133657,Middle,ms,7,8,TRUE,2019,0.9,0.9,242,,,,270,3148784.36,1052425.47,0,0,119731.71,0,0,0,0,0,0,0,0,0,0,54000,506244.44,4827185.98
421,Kelly Miller MS,-76.93245507,38.89331503,Middle,ms,7,7,TRUE,2019,0.71,0.71,301,,,,424,4191824.7,1686319.23,52316.46,0,181710.48,0,0,0,0,0,0,0,0,0,0,80250,629747.96,6741918.83
257,Ketcham ES,-76.98362116,38.86604236,Elementary,es,3,8,TRUE,2019,0.88,0.88,265,,,,300,2803799.37,523164.63,28536.25,53126,145556.2,0,0,0,0,478034.4,0,0,0,0,0,12800,501448.26,4055630.72
272,Key ES,-77.10052732,38.9268015,Elementary,es,2,3,FALSE,2019,0.03,0.03,14,,,,427,3741458.93,313898.78,104632.93,0,10425,0,0,0,0,27716.81,0,0,0,0,0,1000,28716.81,4199132.44
259,Kimball ES,-76.95757271,38.88308276,Elementary,es,3,7,TRUE,2019,0.82,0.82,267,,,,326,3005818.51,659896.83,0,64724,152599.23,0,0,220890.07,0,223021.7,0,0,0,0,0,19600,493056.93,4596985.58
344,"King, M.L. ES",-76.99823899,38.84244285,Elementary,es,1,8,TRUE,2019,0.89,0.89,302,,,,338,3514747.89,523164.63,14268.13,53126,161989.96,0,0,343763.7,0,0,0,0,0,0,0,19600,577218,5188278.31
417,Kramer MS,-76.98017131,38.87128607,Middle,ms,7,8,TRUE,2019,0.91,0.91,175,,,,193,2156347.61,1203588.99,9512.08,0,91090.01,0,0,639663.79,0,121401,0,0,0,0,0,43500,366165.97,4466368.46
261,Lafayette ES,-77.06803712,38.96662722,Elementary,es,4,4,FALSE,2019,0.03,0.03,24,,,,854,6387110.2,965460.48,209265.85,0,20400,0,779448.17,0,0,48130.3,0,0,0,0,0,1200,49330.3,8411015
262,Langdon EC,-76.97708186,38.92470383,Elementary,es,6,5,FALSE,2019,0.59,0.59,195,,,,334,3126050.11,703878.16,209265.85,69588,150721.09,0,0,0,0,319520.9,0,0,0,0,0,15400,338829.19,4598332.41
370,Langley ES,-77.00589039,38.91516256,Elementary,es,4,5,FALSE,2019,0.61,0.61,162,,,,264,2648952.13,1823866.31,104632.93,53126,129122.43,0,0,0,0,266889.21,0,0,0,0,0,14800,284924.14,5044623.94
264,LaSalle-Backus EC,-76.99988254,38.95997181,Education Campus,campus,6,4,TRUE,2019,0.58,0.58,213,,,,370,3722422.3,1340321.18,732430.49,64724,169972.07,0,0,0,0,340624.39,0,0,0,0,0,35250,380131.38,6410001.41
266,Leckie EC,-77.01289191,38.82819645,Education Campus,campus,2,8,FALSE,2019,0.42,0.42,232,,,,555,5336129.75,869162.68,47560.42,99518,262001.15,0,0,0,0,163858.64,0,0,0,0,0,35750,384601.37,6998973.37
271,Ludlow-Taylor ES,-76.99649249,38.89874381,Elementary,es,1,6,FALSE,2019,0.3,0.3,125,,,,421,4049843.77,1460072.79,42804.38,173970,194387.95,0,0,0,0,80313.98,0,0,0,0,0,3600,86405.61,6007484.5
884,Luke Moore Alternative HS,-76.99231633,38.93227605,Alternative,other,9,5,FALSE,2019,NA,NA,NA,,,,273,2420884.84,837063.41,52316.46,100800,83190.78,0,0,159807.17,0,0,0,0,0,0,0,6750,0,3654062.67
420,MacFarland MS,-77.0273425,38.9439462,Middle,ms,9,4,FALSE,2019,0.69,0.69,237,,,,344,2880654.75,680114.02,627797.56,0,61978.76,0,0,0,0,446195.49,0,0,0,0,0,6000,496183.66,4746728.75
308,Malcolm X ES @ Green,-76.98339858,38.84164506,Elementary,es,2,8,TRUE,2019,0.89,0.89,231,,,,261,2402592.31,811060.35,0,0,118323.1,0,0,0,0,460150,0,0,0,0,0,13400,482790,3814765.75
273,Mann ES,-77.08782619,38.93429197,Elementary,es,5,3,FALSE,2019,0.02,0.02,9,,,,419,3731372.6,313898.78,209265.85,0,9975,0,0,0,0,19006.8,0,0,0,0,0,550,19556.8,4284069.03
284,Marie Reed ES,-77.04052995,38.91916731,Elementary,es,3,1,FALSE,2019,0.36,0.36,157,,,,436,4265933.07,1098956.06,1255595.12,127578,200491.92,37024,0,0,0,189072.23,0,0,0,0,0,7800,200007.01,7185585.18
274,Maury ES,-76.9886575,38.89218486,Elementary,es,5,6,FALSE,2019,0.14,0.14,61,,,,422,3850196.12,470848.17,28536.25,0,10175,0,0,0,0,123668.18,0,0,0,0,0,3900,127568.18,4487323.73
435,McKinley MS,-77.00412244,38.91521979,Middle,ms,8,5,FALSE,2019,0.61,0.61,148,,,,242,2217190.53,1340321.18,52316.46,0,79876.4,54890,0,0,0,267254.07,0,0,0,0,0,38750,308960.63,4053555.21
458,McKinley Technology HS,-77.00488219,38.9152101,High,hs,8,5,FALSE,2019,0.4,0.4,255,,,,644,5024540.19,470848.17,104632.93,0,205491.18,1680585.04,0,0,0,0,0,0,0,0,0,12600,532907.48,8019004.98
280,Miner ES,-76.98290432,38.89737568,Elementary,es,5,6,FALSE,2019,0.71,0.71,251,,,,353,3665020.16,1142627.07,104632.93,76322,159642.28,0,0,0,0,416671.86,0,0,0,0,0,26750,448443.54,5596687.97
285,Moten ES,-76.98294365,38.85665719,Elementary,es,4,8,TRUE,2019,0.89,0.89,358,,,,403,3522888.51,796629.02,4756.04,57990,187814.44,0,0,0,0,543134.61,0,0,0,0,0,27500,689575,5259653.01
287,Murch ES,-77.07007921,38.95293319,Elementary,es,1,3,FALSE,2019,0.05,0.05,29,,,,620,5056050.66,764529.75,313898.78,0,14325,0,0,0,0,58840.63,0,0,0,0,0,1900,60740.63,6209544.82
288,Nalle ES,-76.93079651,38.88595408,Elementary,es,2,7,TRUE,2019,0.78,0.78,304,,,,387,3684039.57,706427.42,47560.42,0,181710.48,0,0,0,0,317631.9,0,0,0,0,0,19000,634651.26,5254389.16
290,Noyes ES,-76.99184288,38.92517765,Elementary,es,6,5,TRUE,2019,0.72,0.72,154,,,,215,2221154.34,933361.21,104632.93,53126,91559.54,0,0,0,0,222628.68,0,0,0,0,0,7200,268183.41,3672017.43
291,Orr ES,-76.97448402,38.87179682,Elementary,es,5,8,TRUE,2019,0.79,0.79,324,,,,411,3726240.64,732430.49,9512.08,0,189692.59,0,0,0,0,374960.8,0,0,0,0,0,18800,677398.29,5335274.09
292,Oyster-Adams Bilingual,-77.04437725,38.9173092,Education Campus,campus,3,3,FALSE,2019,0.11,0.11,77,,,,696,6366870.78,1235377.92,837063.41,0,16925,500000,0,0,0,154643.13,0,0,0,0,0,7000,161643.13,9117880.25
294,Patterson ES,-77.00848471,38.82696603,Elementary,es,3,8,TRUE,2019,0.86,0.86,311,,,,363,3258283.32,1646389.39,0,99518,336593.44,0,0,0,0,512779.69,0,0,0,0,0,25000,550214.77,5890998.92
295,Payne ES,-76.98419491,38.88513231,Elementary,es,2,6,FALSE,2019,0.58,0.58,186,,,,320,3156606.94,1488935.45,38048.34,122714,147434.34,0,0,0,0,249170.54,0,0,0,0,0,12600,265485.37,5219224.43
301,Peabody ES,-76.99985799,38.89289599,Elementary,es,2,6,FALSE,2019,0.12,0.12,27,,,,227,2530956.1,209265.85,9512.08,0,5675,0,0,0,0,55931.6,0,0,0,0,0,1000,56931.6,2812340.64
478,Phelps ACE HS,-76.97189763,38.90199169,High,hs,8,5,FALSE,2019,0.68,0.68,182,,,,269,3053119.81,470848.17,104632.93,31500,122079.39,0,0,365326.5,0,38241.25,0,0,0,0,0,7050,348712.53,4496219.33
299,Plummer ES,-76.93993468,38.88723986,Elementary,es,1,7,FALSE,2019,0.8,0.8,281,,,,353,3110299.49,1134291.94,209265.85,87920,175606.51,0,0,0,0,461394.49,0,0,0,0,0,27750,500404.28,5217788.08
300,Powell ES,-77.03122742,38.94153401,Elementary,es,3,4,FALSE,2019,0.5,0.5,270,,,,544,4471802.71,837063.41,1883392.68,162372,256366.71,0,0,0,0,219056.21,0,0,0,0,0,31250,401865.61,8012863.12
316,Randle Highlands ES,-76.96435628,38.8700914,Elementary,es,2,7,FALSE,2019,0.62,0.62,198,,,,317,3322582.23,523164.63,9512.08,64724,152129.7,0,0,41397.56,0,0,0,0,0,0,0,15800,348632.91,4462143.12
302,Raymond EC,-77.02643266,38.93581087,Education Campus,campus,6,4,FALSE,2019,0.6,0.6,324,,,,543,5773600.81,837063.41,1601593.17,87920,195216.62,0,0,0,0,0,0,0,0,0,0,46000,588671.81,9084065.82
304,River Terrace SEC,-76.95752,38.89495,Special Education Center,other,6,7,FALSE,2019,0.49,0.49,67,,,,136,1885269.14,3139054.58,104632.93,18332,64326.44,0,0,0,0,107224.99,0,0,0,0,0,12250,120806.46,5332421.54
436,Ron Brown College Preparatory HS,-76.9326919,38.9067948,High,hs,2,7,FALSE,2019,0.9,0.9,287,,,,317,3840822.28,1046329.27,19024.17,31500,98133.04,0,0,0,0,0,0,0,0,0,0,16200,567788.5,5603597.25
459,Roosevelt HS,-77.02777634,38.94360818,High,hs,9,4,TRUE,2019,0.86,0.86,588,,,,686,5305524.89,2547146.78,1767502.12,50400,228691.79,0,0,0,0,478489.44,0,0,0,0,0,33750,1179420.97,11078686.55
456,Roosevelt STAY,-77.02777634,38.94360818,STAY,other,9,4,FALSE,2019,NA,NA,NA,,,,510,3834870.83,523164.63,627797.56,50400,12875,0,0,0,0,0,0,0,0,0,0,2550,0,5049108.02
305,Ross ES,-77.03966215,38.91239081,Elementary,es,4,2,FALSE,2019,0.04,0.04,7,,,,184,2127885.09,209265.85,209265.85,0,4350,0,0,0,0,15410.23,0,0,0,0,0,150,15560.23,2566327.02
307,Savoy ES,-76.99360426,38.86285165,Elementary,es,1,8,TRUE,2019,0.82,0.82,201,,,,245,2628353.87,418531.71,0,41528,125366.14,0,0,685471.04,0,229257.42,0,0,0,0,0,26000,379597.23,4278848
409,School Without Walls @ Francis-Stevens,-77.052321,38.90746917,Education Campus,campus,9,2,FALSE,2019,0.27,0.27,123,,,,464,4410271.81,1520724.38,313898.78,0,11800,0,0,0,0,233427.11,0,0,0,0,0,21200,257087.27,6513782.24
466,School Without Walls HS,-77.04818647,38.89812379,High,hs,9,2,FALSE,2019,0.17,0.17,100,,,,585,4169950.99,209265.85,28536.25,0,14775,495436,717730.91,0,0,208100,0,0,0,0,0,900,209000,5844695
175,School-Within-School @ Goding,-76.99318302,38.89756466,Elementary,es,1,6,FALSE,2019,0.07,0.07,23,,,,307,3023273.55,1238924.87,14268.13,0,7700,0,0,0,0,46854.81,0,0,0,0,0,750,47604.81,4331771.35
309,Seaton ES,-77.02488247,38.91061836,Elementary,es,4,6,FALSE,2019,0.51,0.51,199,,,,390,3588321.47,1437123.54,837063.41,76322,174197.9,0,0,0,0,328855.57,0,0,0,0,0,7200,340039.89,6453068.21
313,Shepherd ES,-77.03399523,38.98460295,Elementary,es,1,4,FALSE,2019,0.16,0.16,59,,,,367,3439175.82,366215.24,104632.93,0,8825,16454,0,0,0,118594.56,0,0,0,0,0,4000,122594.56,4057897.55
315,Simon ES,-77.000195,38.8359802,Elementary,es,4,8,TRUE,2019,0.77,0.77,197,,,,256,2389594.31,691996.09,23780.21,0,128652.9,0,0,0,0,334986.98,0,0,0,0,0,27250,411879.85,3645903.37
322,Smothers ES,-76.93846864,38.8935537,Elementary,es,5,7,TRUE,2019,0.78,0.78,208,,,,265,2622020.33,901261.95,104632.93,53126,116444.95,0,0,0,0,35031.61,0,0,0,0,0,13400,380972.65,4178458.8
427,Sousa MS,-76.95315885,38.88389408,Middle,ms,7,7,FALSE,2019,0.73,0.73,164,,,,225,2451314.39,1005894.87,19024.17,0,106115.16,0,0,0,0,154318.08,0,0,0,0,0,50250,341835.58,3924184.17
319,Stanton ES,-76.96849023,38.85927177,Elementary,es,2,8,TRUE,2019,0.88,0.88,425,,,,481,3851870.22,1037994.14,0,87920,231481.31,0,0,0,0,740101.14,0,0,0,0,0,42250,799332.04,6008597.7
321,Stoddert ES,-77.0790738,38.92304431,Elementary,es,5,3,FALSE,2019,0.08,0.08,33,,,,440,4233731.35,209265.85,418531.71,0,10950,0,0,0,0,69282.7,0,0,0,0,0,450,69732.7,4942211.61
428,Stuart-Hobson MS,-77.00000438,38.89629737,Middle,ms,7,6,FALSE,2019,0.34,0.34,144,,,,428,3802167.97,933361.21,28536.25,0,93662.8,0,0,0,0,106795.5,0,0,0,0,0,57250,300921.47,5158649.71
324,Takoma EC,-77.02279493,38.97504254,Education Campus,campus,6,4,FALSE,2019,0.49,0.49,251,,,,514,4621062.8,1303123.4,941696.34,134312,222090.58,0,0,0,0,345147.19,0,0,0,0,0,40000,390166.12,7612451.23
325,Thomas ES,-76.95211091,38.90127864,Elementary,es,1,7,TRUE,2019,0.74,0.74,277,,,,377,3699851.52,1174726.33,23780.21,64724,180301.87,0,0,147114.83,0,0,0,0,0,0,0,26250,515177.75,5805676.51
326,Thomson ES,-77.02843003,38.903496,Elementary,es,1,2,FALSE,2019,0.43,0.43,139,,,,321,3236741.82,366215.24,732430.49,99518,144617.13,14056,0,0,0,130201.87,0,0,0,0,0,8400,191789.5,4785368.18
327,Truesdell EC,-77.02507158,38.95396836,Education Campus,campus,6,4,FALSE,2019,0.64,0.64,426,,,,661,5486397.18,1124959.13,1915491.95,99518,327736.2,0,0,0,0,251802.17,0,0,0,0,0,52500,790902.94,9745005.39
328,Tubman ES,-77.0294433,38.92919824,Elementary,es,4,1,FALSE,2019,0.63,0.63,352,,,,559,4150027.37,1520724.38,1810859.02,64724,251201.82,0,0,0,0,625682.75,0,0,0,0,0,37250,669963.25,8467499.84
329,Turner ES,-76.98030993,38.84763494,Elementary,es,1,8,TRUE,2019,0.87,0.87,402,,,,462,4373266.26,901261.95,14268.13,76322,217395.22,13656,0,23065.53,0,117456.63,0,0,0,0,0,37750,763394.46,6382629.55
330,Tyler ES,-76.99204166,38.88108402,Elementary,es,3,6,TRUE,2019,0.39,0.39,200,,,,509,4627084.93,1437123.54,47560.42,57990,246506.46,0,0,0,0,330041.9,0,0,0,0,0,25750,359789.79,6776055.14
331,Van Ness ES,-76.99914,38.87675,Elementary,es,3,6,FALSE,2019,0.23,0.23,60,,,,263,2741049.52,581577.3,19024.17,0,5375,0,0,0,0,124835,0,0,0,0,0,850,125685,3472710.98
332,Walker-Jones EC,-77.01391586,38.90419176,Education Campus,campus,5,6,TRUE,2019,0.81,0.81,346,,,,429,3816701.64,1552823.65,104632.93,76322,204248.21,0,0,0,0,597021.62,0,0,0,0,0,35000,645842.96,6400571.38
474,Washington Metropolitan HS,-77.01558467,38.92042978,High,hs,8,1,FALSE,2019,NA,NA,NA,,,,209,2902012.51,1209374.86,33292.29,31500,89211.86,10000,0,182664,0,0,0,0,0,0,0,11200,0,4458055.52
333,Watkins ES,-76.98999677,38.88346667,Elementary,es,2,6,FALSE,2019,0.28,0.28,123,,,,443,3696319.03,575481.1,23780.21,64724,10700,0,0,0,0,71898.69,0,0,0,0,0,13950,192947.37,4563951.7
336,West EC,-77.03225306,38.95136708,Education Campus,campus,6,4,FALSE,2019,0.49,0.49,164,,,,335,3715245.67,470848.17,313898.78,76322,154946.92,0,0,0,0,253039.63,0,0,0,0,0,9300,265611.72,4996873.26
335,Wheatley EC,-76.98850077,38.90411741,Education Campus,campus,5,5,TRUE,2019,0.8,0.8,258,,,,323,3253426.43,901261.95,209265.85,53126,152129.7,0,0,0,0,368441.48,0,0,0,0,0,35750,486519.62,5055729.56
338,Whittier EC,-77.0192386,38.96585694,Education Campus,campus,6,4,FALSE,2019,0.65,0.65,217,,,,333,3621142.2,1541756.47,313898.78,76322,107717.15,0,0,0,0,141668,0,0,0,0,0,18800,377208,6038044.6
463,Wilson HS,-77.0777752,38.95015581,High,hs,8,3,FALSE,2019,0.34,0.34,648,,,,1885,12664140.06,3120951.52,837063.41,50400,45625,0,665179.55,0,0,0,0,0,0,0,0,59000,1304207.45,18687567
464,"Woodson, H.D. HS",-76.92232214,38.89678282,High,hs,9,7,TRUE,2019,0.8,0.8,332,,,,415,4988195.6,2136950.2,4756.04,50400,458530.87,0,0,1177569.4,0,0,0,0,0,0,0,43500,643766.25,9460168.37
861,Youth Services Center ($2.5M MOU),-76.98858584,38.91213926,Alternative,other,8,5,FALSE,2019,NA,NA,NA,,,,46,873628.92,732430.49,14268.13,12600,1300,986894,0,0,0,0,0,0,0,0,0,750,0,2621121.54
202,Aiton ES,-76.93370092,38.89700148,Elementary,es,3,7,TRUE,2020,0.91,0.91,222,,,,244,2268372.981,832605.1862,9919.479654,41528,114943,15363.21429,0,0,54082.8,422122.1031,0,0,0,0,0,15000,446003.0157,3782817.677
203,Amidon-Bowen ES,-77.0181253,38.87951507,Elementary,es,1,6,TRUE,2020,0.74,0.74,253,,,,342,3159415.801,1159948.015,34718.17879,99518,169516.79,0,0,0,54082.8,416395.8503,0,0,0,0,0,35350,456812.9396,5134012.524
450,Anacostia HS,-76.98307725,38.87008373,High,hs,9,8,TRUE,2020,0.95,0.95,254,,,,266,3807692.445,2444519.212,24798.69914,60000,182556.54,0,0,797936.4012,673863,0,0,0,0,0,0,18000,497149.0994,8488515.396
452,Ballou HS,-77.00097526,38.83938233,High,hs,8,8,TRUE,2020,0.91,0.91,515,,,,568,6154947.759,2963442.419,24798.69914,70000,424516.4,0,0,847158.6585,817540.8,0,0,0,0,0,0,53550,1059936.469,12362341.2
462,Ballou STAY,-77.00097526,38.83938233,STAY,other,8,8,FALSE,2020,0,0,0,,,,478,3512602.156,1153454.353,9919.479654,70000,12375,0,0,0,227444.6,0,0,0,0,0,0,,0,4915795.589
